id,brand,model,brand_names,model_names
1991,HYUNDAI,HD 78,ХЕНДАИ | ХЕНДЭ,
1061,HYUNDAI,I10,ХЕНДАИ | ХЕНДЭ,
1062,HYUNDAI,I20,ХЕНДАИ | ХЕНДЭ,
1063,HYUNDAI,I30,ХЕНДАИ | ХЕНДЭ,
1064,HYUNDAI,I40,ХЕНДАИ | ХЕНДЭ,
17310,HYUNDAI,IONIQ,ХЕНДАИ | ХЕНДЭ,ИОНИQ
1065,HYUNDAI,IX35,ХЕНДАИ | ХЕНДЭ,
1066,HYUNDAI,IX55,ХЕНДАИ | ХЕНДЭ,
18594,HYUNDAI,KONA,ХЕНДАИ | ХЕНДЭ,КОНА
1067,HYUNDAI,LANTRA,ХЕНДАИ | ХЕНДЭ,ЛАНТРА
1068,HYUNDAI,LAVITA,ХЕНДАИ | ХЕНДЭ,ЛАВИТА
1069,HYUNDAI,MARCIA,ХЕНДАИ | ХЕНДЭ,МАРКИА
1070,HYUNDAI,MATRIX,ХЕНДАИ | ХЕНДЭ,МАТРИX
1992,HYUNDAI,MEGATRUCK,ХЕНДАИ | ХЕНДЭ,МЕГАТРУЦК
1993,HYUNDAI,MIGHTY,ХЕНДАИ | ХЕНДЭ,МАЙТИ
18437,HYUNDAI,PALISADE,ХЕНДАИ | ХЕНДЭ,ПАЛИСАДЕ
1072,HYUNDAI,PONY,ХЕНДАИ | ХЕНДЭ,ПОНИ
1660,HYUNDAI,PORTER/H-100,ХЕНДАИ | ХЕНДЭ,PORTER | H 100
1073,HYUNDAI,SANTA FE,ХЕНДАИ | ХЕНДЭ,САНТА ФЕ
1074,HYUNDAI,SANTAMO,ХЕНДАИ | ХЕНДЭ,САНТАМО
1075,HYUNDAI,SCOUPE,ХЕНДАИ | ХЕНДЭ,СКОУПЕ
1076,HYUNDAI,SOLARIS,ХЕНДАИ | ХЕНДЭ,СОЛАРИС
1077,HYUNDAI,SONATA,ХЕНДАИ | ХЕНДЭ,СОНАТА
1661,HYUNDAI,STAREX,ХЕНДАИ | ХЕНДЭ,СТАРЕКС
1078,HYUNDAI,STELLAR,ХЕНДАИ | ХЕНДЭ,СТЕЛЛАР
1079,HYUNDAI,TERRACAN,ХЕНДАИ | ХЕНДЭ,ТЕРРАКАН
18617,HYUNDAI,TIBURON,ХЕНДАИ | ХЕНДЭ,ТИБУРОН
1080,HYUNDAI,TRAJET,ХЕНДАИ | ХЕНДЭ,ТРАЙЕТ
1081,HYUNDAI,TUCSON,ХЕНДАИ | ХЕНДЭ,ТУКСОН
18618,HYUNDAI,TUSCANI,ХЕНДАИ | ХЕНДЭ,ТУСКАНИ
2337,HYUNDAI,UNIVERSE,ХЕНДАИ | ХЕНДЭ,УНИВЕРСЕ
1082,HYUNDAI,VELOSTER,ХЕНДАИ | ХЕНДЭ,ВЕЛОСТЕР
1083,HYUNDAI,VERACRUZ,ХЕНДАИ | ХЕНДЭ,ВЕРАКРУЗ
1084,HYUNDAI,VERNA,ХЕНДАИ | ХЕНДЭ,ВЕРНА
10742,HYUNDAI,XCIENT,ХЕНДАИ | ХЕНДЭ,ИКСКИЕНТ
1085,HYUNDAI,XG,ХЕНДАИ | ХЕНДЭ,XГ
15793,URALSPETSTRANS,946510,УРАЛСПЕТСТРАНС,
19106,URALSPETSTRANS,946511-000J311,УРАЛСПЕТСТРАНС,
19107,URALSPETSTRANS,946515-A1,УРАЛСПЕТСТРАНС,
19178,URALSPETSTRANS,946516-B1-03,УРАЛСПЕТСТРАНС,
19181,URALSPETSTRANS,946517-B1,УРАЛСПЕТСТРАНС,
19182,URALSPETSTRANS,946517-G1,УРАЛСПЕТСТРАНС,
12778,URALSPETSTRANS,94651G,УРАЛСПЕТСТРАНС,
12779,URALSPETSTRANS,94651J,УРАЛСПЕТСТРАНС,
12780,URALSPETSTRANS,94651K,УРАЛСПЕТСТРАНС,
16192,URALSPETSTRANS,94651K-000A3,УРАЛСПЕТСТРАНС,
16193,URALSPETSTRANS,94651K-000B3,УРАЛСПЕТСТРАНС,
16194,URALSPETSTRANS,94651K-000C3,УРАЛСПЕТСТРАНС,
16196,URALSPETSTRANS,94651K-000E3,УРАЛСПЕТСТРАНС,
16197,URALSPETSTRANS,94651K-000F3,УРАЛСПЕТСТРАНС,
16198,URALSPETSTRANS,94651K-000G3,УРАЛСПЕТСТРАНС,
16200,URALSPETSTRANS,94651K-000J3,УРАЛСПЕТСТРАНС,
16203,URALSPETSTRANS,94651K-000M3,УРАЛСПЕТСТРАНС,
16205,URALSPETSTRANS,94651K-000P3,УРАЛСПЕТСТРАНС,
12781,URALSPETSTRANS,94651L,УРАЛСПЕТСТРАНС,
15794,URALSPETSTRANS,94651X,УРАЛСПЕТСТРАНС,
12782,URALSPETSTRANS,94651Z,УРАЛСПЕТСТРАНС,
19109,URALSPETSTRANS,94652L,УРАЛСПЕТСТРАНС,
19112,URALSPETSTRANS,94653J,УРАЛСПЕТСТРАНС,
19113,URALSPETSTRANS,94654L,УРАЛСПЕТСТРАНС,
19114,URALSPETSTRANS,94656L,УРАЛСПЕТСТРАНС,
8738,GMC,ACADIA,ГМЦ,АКАДИА
8740,GMC,CANYON,ГМЦ,КАНЬОН
8741,GMC,ENVOY,ГМЦ,ЕНВОЫ
8742,GMC,JIMMY,ГМЦ,ДЖИММИ
8743,GMC,SAFARI,ГМЦ,САФАРИ
8745,GMC,SAVANA,ГМЦ,САВАНА
8746,GMC,SIERRA,ГМЦ,СИЕРРА
8747,GMC,TERRAIN,ГМЦ,ТЕРРАИН
8748,GMC,VANDURA,ГМЦ,ВАНДУРА
8749,GMC,YUKON,ГМЦ,ЮКОН
16094,SKIF,500,СКИФ,
16137,SKIF,700,СКИФ,
16138,SKIF,811001,СКИФ,
16139,SKIF,811002,СКИФ,
16140,SKIF,812104,СКИФ,
16136,SKIF,M2,СКИФ,
977,HAFEI,BRIO,ХАФЕИ,БРИО
979,HAFEI,SAIBAO,ХАФЕИ,САИБАО
980,HAFEI,SIMBO,ХАФЕИ,СИМБО
8838,JONWAY,CJ,ДЖИНВЭЙ,
10910,JONWAY,JS,ДЖИНВЭЙ,ЙС
17215,BAJAJ,AVENGER,БАЙАЙ,АВЕНГЕР
17216,BAJAJ,BOXER BM 125X,БАЙАЙ,
17217,BAJAJ,BOXER BM 150,БАЙАЙ,
17218,BAJAJ,DOMINAR,БАЙАЙ,ДОМИНАР
17219,BAJAJ,PULSAR,БАЙАЙ,ПУЛСАР
12754,TRANS-ABSOLUT,843111,TRANS ABSOLUT | ТРАНС АБСОЛЮТ,
12755,TRANS-ABSOLUT,843112,TRANS ABSOLUT | ТРАНС АБСОЛЮТ,
12756,TRANS-ABSOLUT,843113,TRANS ABSOLUT | ТРАНС АБСОЛЮТ,
8809,FKM,PUNCHER,ФКМ,ПАНЧЕР
15455,DIZEL-S,600220,DIZEL S | ДИЗЕЛЬ С,
16086,DIZEL-S,600320,DIZEL S | ДИЗЕЛЬ С,
13813,DIZEL-S,600832,DIZEL S | ДИЗЕЛЬ С,
13814,DIZEL-S,600845,DIZEL S | ДИЗЕЛЬ С,
13815,DIZEL-S,906606,DIZEL S | ДИЗЕЛЬ С,
16104,DIZEL-S,906610,DIZEL S | ДИЗЕЛЬ С,
6584,YAMAHA,FAZER,ЯМАХА,ФАЗЕР
2815,YAMAHA,FJ 1100,ЯМАХА,
2816,YAMAHA,FJ 1200,ЯМАХА,
2817,YAMAHA,FJR 1300,ЯМАХА,
2818,YAMAHA,FZ,ЯМАХА,ФЗ
2820,YAMAHA,FZR,ЯМАХА,ФЗР
2821,YAMAHA,FZS,ЯМАХА,ФЗС
2822,YAMAHA,FZX,ЯМАХА,ФЗX
2823,YAMAHA,GTS 1000,ЯМАХА,
2824,YAMAHA,MAJESTY,ЯМАХА,МАДЖЕСТИ
2826,YAMAHA,MT-01,ЯМАХА,
17372,YAMAHA,MT-07,ЯМАХА,
17373,YAMAHA,MT-09,ЯМАХА,
17374,YAMAHA,MT-10,ЯМАХА,
2829,YAMAHA,RD,ЯМАХА,РД
2835,YAMAHA,SR,ЯМАХА,СР
11968,YAMAHA,SRX,ЯМАХА,СРX
2842,YAMAHA,T-MAX,ЯМАХА,Т МАX
2840,YAMAHA,TDM,ЯМАХА,ТДМ
2841,YAMAHA,TDR,ЯМАХА,ТДР
2844,YAMAHA,TRX 850,ЯМАХА,
11969,YAMAHA,TT250R,ЯМАХА,
2847,YAMAHA,TW,ЯМАХА,ТW
11975,YAMAHA,VMAX,ЯМАХА,ВМАX
2853,YAMAHA,WR,ЯМАХА,WР
2854,YAMAHA,XJ,ЯМАХА,XЙ
17405,YAMAHA,XJ 600,ЯМАХА,
17407,YAMAHA,XJ 700 MAXIM,ЯМАХА,
17408,YAMAHA,XJ 750,ЯМАХА,
17409,YAMAHA,XJ 900,ЯМАХА,
11944,YAMAHA,XJR,ЯМАХА,XЙР
2858,YAMAHA,XS,ЯМАХА,XС
17385,YAMAHA,XSR,ЯМАХА,XСР
2859,YAMAHA,XT,ЯМАХА,XТ
17411,YAMAHA,XT 1200Z SUPER TENERE,ЯМАХА,
17413,YAMAHA,XT 225,ЯМАХА,
17414,YAMAHA,XT 250,ЯМАХА,
17419,YAMAHA,XT 600,ЯМАХА,
2861,YAMAHA,XTZ 750 SUPER TENERE,ЯМАХА,
2862,YAMAHA,XV,ЯМАХА,XВ
17386,YAMAHA,XV1900,ЯМАХА,
2864,YAMAHA,XVS,ЯМАХА,XВС
2865,YAMAHA,XVZ,ЯМАХА,XВЗ
2866,YAMAHA,YBR 125,ЯМАХА,
2867,YAMAHA,YZ,ЯМАХА,
2868,YAMAHA,YZF,ЯМАХА,
2339,IKARUS,250,ИКАРУС,
2340,IKARUS,253,ИКАРУС,
2342,IKARUS,256,ИКАРУС,
2343,IKARUS,260,ИКАРУС,
2344,IKARUS,263,ИКАРУС,
2345,IKARUS,280,ИКАРУС,
2348,IKARUS,415,ИКАРУС,
2349,IKARUS,435,ИКАРУС,
19159,NOOTEBOOM,0VB-65-04V,НООТЕБООМ,
788,DERWAYS,AURORA,ДЕРВЭЙС,АВРОРА
789,DERWAYS,COWBOY,ДЕРВЭЙС,КОВБОЙ
18587,DERWAYS,HOWER H3,ДЕРВЭЙС,
15394,DERWAYS,HOWER H3/H5,ДЕРВЭЙС,HOWER H3 | H5
18588,DERWAYS,HOWER H5,ДЕРВЭЙС,
790,DERWAYS,LAND CROWN,ДЕРВЭЙС,ЛАНД КРОУН
792,DERWAYS,PLUTUS,ДЕРВЭЙС,ПЛУТУС
793,DERWAYS,SALADIN,ДЕРВЭЙС,САЛАДИН
794,DERWAYS,SHUTTLE,ДЕРВЭЙС,ШАТТЛ
16113,KAPRI,96398,КАПРИ,
16115,KAPRI,9639A,КАПРИ,
16116,KAPRI,9639B,КАПРИ,
16121,KAPRI,9639H,КАПРИ,
16123,KAPRI,9639L,КАПРИ,
9949,KAPRI,PC-15,КАПРИ,
9950,KAPRI,PPC-25,КАПРИ,
9951,KAPRI,PPC-25T,КАПРИ,
9952,KAPRI,PPC-30,КАПРИ,
9953,KAPRI,PPC-30T,КАПРИ,
9954,KAPRI,PPC-33,КАПРИ,
9955,KAPRI,PPC-33T,КАПРИ,
9956,KAPRI,PPC-37,КАПРИ,
12601,AVTO-STEN,PGMF 83021,AVTO STEN | АВТО СТЕН,
12602,AVTO-STEN,PGMF 83022,AVTO STEN | АВТО СТЕН,
1133,ISUZU,AMIGO,ИСУЗУ,АМИГО
1136,ISUZU,AXIOM,ИСУЗУ,АXИОМ
1137,ISUZU,BIGHORN,ИСУЗУ,БИГХОРН
1997,ISUZU,C SERIES,ИСУЗУ,Ц СЕРИЕС
1138,ISUZU,D-MAX,ИСУЗУ,Д МАX
1998,ISUZU,E SERIES,ИСУЗУ,Е СЕРИЕС
1662,ISUZU,ELF,ИСУЗУ,ЕЛФ
1663,ISUZU,FARGO,ИСУЗУ,ФАРГО
1999,ISUZU,FORWARD,ИСУЗУ,ФОРWАРД
1139,ISUZU,GEMINI,ИСУЗУ,ГЕМИНИ
2000,ISUZU,GIGA,ИСУЗУ,ГИГА
1664,ISUZU,MIDI,ИСУЗУ,МИДИ
1665,ISUZU,NKR,ИСУЗУ,НКР
1666,ISUZU,NLR,ИСУЗУ,НЛР
2001,ISUZU,NMR,ИСУЗУ,НМР
2002,ISUZU,NPR,ИСУЗУ,НПР
15567,ISUZU,NPS,ИСУЗУ,НПС
2003,ISUZU,NQR,ИСУЗУ,НQР
1144,ISUZU,RODEO,ИСУЗУ,РОДЕО
1145,ISUZU,TROOPER,ИСУЗУ,ТРООПЕР
1146,ISUZU,VEHICROSS,ИСУЗУ,ВЕХИКРОСС
10404,TSM,83402T,ТСМ,
10405,TSM,83403T,ТСМ,
10407,TSM,993910,ТСМ,
10408,TSM,993920,ТСМ,
10411,TSM,993930,ТСМ,
15748,TSM,99393B,ТСМ,
10412,TSM,99393E,ТСМ,
10413,TSM,99393F,ТСМ,
10414,TSM,99393H,ТСМ,
12767,TSM,99393T,ТСМ,
10416,TSM,993940,ТСМ,
10417,TSM,99394E,ТСМ,
15749,TSM,99394F,ТСМ,
10418,TSM,993950,ТСМ,
15750,TSM,99395E,ТСМ,
10419,TSM,993960,ТСМ,
10420,TSM,99396E,ТСМ,
949,GAZ,14,ГАЗ,
1646,GAZ,1731,ГАЗ,
1647,GAZ,2217,ГАЗ,
1648,GAZ,2310,ГАЗ,
1649,GAZ,2330,ГАЗ,
951,GAZ,24,ГАЗ,
1650,GAZ,2705,ГАЗ,
1651,GAZ,2752,ГАЗ,
952,GAZ,3102,ГАЗ,
953,GAZ,3110,ГАЗ,
954,GAZ,3111,ГАЗ,
1652,GAZ,3221,ГАЗ,
1653,GAZ,3302,ГАЗ,
1943,GAZ,3306,ГАЗ,
1944,GAZ,3307,ГАЗ,
1945,GAZ,3308,ГАЗ,
1946,GAZ,3309,ГАЗ,
1947,GAZ,3310,ГАЗ,
1948,GAZ,4301,ГАЗ,
1949,GAZ,51,ГАЗ,
1950,GAZ,52,ГАЗ,
1951,GAZ,53,ГАЗ,
1952,GAZ,63,ГАЗ,
1953,GAZ,66,ГАЗ,
956,GAZ,69,ГАЗ,
5133,GAZ,GAZELLE NEXT,ГАЗ,ГАЗЕЛЛЕ НЕXТ
10741,GAZ,GAZON NEXT,ГАЗ,ГАЗОН НЕXТ
958,GAZ,M21,ГАЗ,
959,GAZ,MARSHAL,ГАЗ,МАРШАЛ
18563,GAZ,SADKO NEXT,ГАЗ,САДКО НЕКСТ
18665,GAZ,VALDAI NEXT,ГАЗ,ВАЛДАИ НЕXТ
961,GAZ,VOLGA SIBER,ГАЗ,ВОЛГА СИБЕР
2232,SUNLONG,SLK6122,СУНЛОНГ,
2233,SUNLONG,SLK6126,СУНЛОНГ,
2235,SUNLONG,SLK6790F1G,СУНЛОНГ,
2236,SUNLONG,SLK6798,СУНЛОНГ,
2237,SUNLONG,SLK6931,СУНЛОНГ,
8815,GRYPHON,ORION,ГРИФОН,ОРИОН
10886,GRYPHON,ROCKET,ГРИФОН,РОКЕТ
564,ALFA ROMEO,145,АЛЬФА РОМЕО,
565,ALFA ROMEO,146,АЛЬФА РОМЕО,
566,ALFA ROMEO,147,АЛЬФА РОМЕО,
567,ALFA ROMEO,155,АЛЬФА РОМЕО,
568,ALFA ROMEO,156,АЛЬФА РОМЕО,
569,ALFA ROMEO,159,АЛЬФА РОМЕО,
570,ALFA ROMEO,164,АЛЬФА РОМЕО,
571,ALFA ROMEO,166,АЛЬФА РОМЕО,
572,ALFA ROMEO,33,АЛЬФА РОМЕО,
8735,ALFA ROMEO,4C,АЛЬФА РОМЕО,
573,ALFA ROMEO,75,АЛЬФА РОМЕО,
574,ALFA ROMEO,90,АЛЬФА РОМЕО,
576,ALFA ROMEO,ALFETTA,АЛЬФА РОМЕО,АЛФЕТТА
577,ALFA ROMEO,BRERA,АЛЬФА РОМЕО,БРЕРА
578,ALFA ROMEO,GIULIETTA,АЛЬФА РОМЕО,ГИУЛИЕТТА
579,ALFA ROMEO,GT,АЛЬФА РОМЕО,ГТ
580,ALFA ROMEO,GTV,АЛЬФА РОМЕО,ГТВ
581,ALFA ROMEO,MITO,АЛЬФА РОМЕО,МИТО
583,ALFA ROMEO,SPIDER,АЛЬФА РОМЕО,СПИДЕР
12802,URALDORMASH,9013-10,УРАЛДОРМАШ,
12807,URALDORMASH,9922-10,УРАЛДОРМАШ,
12803,URALDORMASH,992202-10,УРАЛДОРМАШ,
12804,URALDORMASH,992204,УРАЛДОРМАШ,
8984,ZHWEKI,ZW110,ЗХWЕКИ,
8985,ZHWEKI,ZW125,ЗХWЕКИ,
8986,ZHWEKI,ZW150,ЗХWЕКИ,
202,PROTON,COMPACT,ПРОТОН,КОМПАКТ
204,PROTON,PERSONA,ПРОТОН,ПЕРСОНА
205,PROTON,PUTRA,ПРОТОН,ПУТРА
206,PROTON,SATRIA,ПРОТОН,САТРИА
207,PROTON,WAJA,ПРОТОН,ВАЙА
294,BOGDAN,2110,БОГДАН,
295,BOGDAN,2111,БОГДАН,
1533,BOGDAN,2310,БОГДАН,
15233,BOGDAN,2312,БОГДАН,
6336,BOGDAN,A069,БОГДАН,
2206,BOGDAN,A092,БОГДАН,
4937,BOGDAN,A201,БОГДАН,
15234,BOGDAN,A202,БОГДАН,
6346,BOGDAN,DF25,БОГДАН,
6347,BOGDAN,DF30,БОГДАН,
6349,BOGDAN,DF47,БОГДАН,
15129,RAVON,GENTRA,РАВОН,ГЕНТРА
15165,RAVON,MATIZ,РАВОН,МАТИЗ
15224,RAVON,NEXIA,РАВОН,НЕXИА
15215,RAVON,R2,РАВОН,
15312,RAVON,R4,РАВОН,
1147,IZH,2125,ИЗХ,
1148,IZH,2126,ИЗХ,
1669,IZH,2715,ИЗХ,
1671,IZH,2717,ИЗХ,
2715,IZH,JUNKER,ИЗХ,ЙУНКЕР
2717,IZH,PLANETA,ИЗХ,ПЛАНЕТА
2718,IZH,UPITER,ИЗХ,УПИТЕР
547,BYD,F0,БАД,
548,BYD,F3,БАД,
6350,BYD,F6,БАД,
549,BYD,FLYER,БАД,ФЛАЕР
6351,BYD,G3,БАД,
6352,BYD,G6,БАД,
6353,BYD,S6,БАД,
2162,NEFAZ,3299,НЕФАЗ,
1722,NEFAZ,4208,НЕФАЗ,
1723,NEFAZ,4211,НЕФАЗ,
1724,NEFAZ,4514,НЕФАЗ,
2163,NEFAZ,5299,НЕФАЗ,
1725,NEFAZ,5633,НЕФАЗ,
1726,NEFAZ,6605,НЕФАЗ,
1727,NEFAZ,6606,НЕФАЗ,
2881,NEFAZ,8122,НЕФАЗ,
2882,NEFAZ,8151,НЕФАЗ,
10759,NEFAZ,8253,НЕФАЗ,
15778,NEFAZ,8332-04,НЕФАЗ,
10760,NEFAZ,8332-10-01,НЕФАЗ,
9991,NEFAZ,8332-10-02,НЕФАЗ,
9992,NEFAZ,8332-10-03,НЕФАЗ,
9993,NEFAZ,8332-10-07,НЕФАЗ,
10762,NEFAZ,8332-11,НЕФАЗ,
10763,NEFAZ,8332-12-03,НЕФАЗ,
9995,NEFAZ,85512,НЕФАЗ,
2887,NEFAZ,8560,НЕФАЗ,
15779,NEFAZ,8560-04,НЕФАЗ,
9996,NEFAZ,8560-06,НЕФАЗ,
9997,NEFAZ,8560-10-01,НЕФАЗ,
9998,NEFAZ,8560-10-02,НЕФАЗ,
9999,NEFAZ,8560-12,НЕФАЗ,
10000,NEFAZ,8560-12-02,НЕФАЗ,
15780,NEFAZ,8602-04,НЕФАЗ,
10001,NEFAZ,8602-10,НЕФАЗ,
10827,NEFAZ,8602-10-03,НЕФАЗ,
10764,NEFAZ,8937-10,НЕФАЗ,
10002,NEFAZ,9334,НЕФАЗ,
10766,NEFAZ,9334-01,НЕФАЗ,
10003,NEFAZ,9334-10-01,НЕФАЗ,
10767,NEFAZ,9334-10-02,НЕФАЗ,
10004,NEFAZ,9334-10-04,НЕФАЗ,
10005,NEFAZ,9334-10-05,НЕФАЗ,
10006,NEFAZ,9334-10-10,НЕФАЗ,
10768,NEFAZ,9334-10-11,НЕФАЗ,
10007,NEFAZ,9334-10-12,НЕФАЗ,
10008,NEFAZ,9334-10-16,НЕФАЗ,
10012,NEFAZ,9334-11,НЕФАЗ,
10010,NEFAZ,93341-07,НЕФАЗ,
10011,NEFAZ,93341-08,НЕФАЗ,
10013,NEFAZ,93341-10,НЕФАЗ,
10014,NEFAZ,93341-11,НЕФАЗ,
10015,NEFAZ,93341-12,НЕФАЗ,
10019,NEFAZ,93344-12-02,НЕФАЗ,
10020,NEFAZ,9509,НЕФАЗ,
10021,NEFAZ,9509-10-30,НЕФАЗ,
15781,NEFAZ,9509-27,НЕФАЗ,
10022,NEFAZ,9638-10,НЕФАЗ,
10023,NEFAZ,9638-10-01,НЕФАЗ,
10024,NEFAZ,96741-10,НЕФАЗ,
10025,NEFAZ,96741-10-01,НЕФАЗ,
10026,NEFAZ,96741-30,НЕФАЗ,
10027,NEFAZ,96741-31,НЕФАЗ,
10028,NEFAZ,96742-10,НЕФАЗ,
10029,NEFAZ,96742-10-01,НЕФАЗ,
10030,NEFAZ,96742-10-03,НЕФАЗ,
10031,NEFAZ,96742-10-04,НЕФАЗ,
10032,NEFAZ,96742-10-06,НЕФАЗ,
10033,NEFAZ,96742-11-03,НЕФАЗ,
10034,NEFAZ,96742-11-06,НЕФАЗ,
10035,NEFAZ,96742-20-03,НЕФАЗ,
10036,NEFAZ,96742-21-03,НЕФАЗ,
10037,NEFAZ,96742-23-03,НЕФАЗ,
10038,NEFAZ,96743-10-01,НЕФАЗ,
15782,NEFAZ,96744,НЕФАЗ,
10039,NEFAZ,96891-10,НЕФАЗ,
10040,NEFAZ,96891-11,НЕФАЗ,
2892,NEFAZ,96893,НЕФАЗ,
10043,NEFAZ,96895-10,НЕФАЗ,
10044,NEFAZ,96895-30,НЕФАЗ,
15783,NEFAZ,96896,НЕФАЗ,
15785,NEFAZ,96896-01,НЕФАЗ,
10045,NEFAZ,9693-10,НЕФАЗ,
10046,NEFAZ,9693-10-01,НЕФАЗ,
10047,NEFAZ,9693-10-02,НЕФАЗ,
15786,NEFAZ,96931-07,НЕФАЗ,
10048,NEFAZ,96931-10-02,НЕФАЗ,
10049,NEFAZ,96931-10-03,НЕФАЗ,
10050,NEFAZ,96931-10-04,НЕФАЗ,
10051,NEFAZ,96931-10-07,НЕФАЗ,
10052,NEFAZ,96931-11-07,НЕФАЗ,
10053,NEFAZ,96984-10,НЕФАЗ,
10054,NEFAZ,96984-11,НЕФАЗ,
2895,NEFAZ,TRAILERS,НЕФАЗ,ТРАИЛЕРС
3032,PACTON,3139,ПАКТОН,
3033,PACTON,3142,ПАКТОН,
3035,PACTON,T3 001,ПАКТОН,
3036,PACTON,TXD 339,ПАКТОН,
3037,PACTON,TXL 339,ПАКТОН,
3038,PACTON,TXZ 339,ПАКТОН,
2246,TEMSA,OPALIN,ТЕМСА,ОПАЛИН
6556,TEMSA,PRESTIJ,ТЕМСА,ПРЕСТИЙ
2248,TEMSA,SAFARI,ТЕМСА,САФАРИ
8908,S2,YQ110,,
8909,S2,YQ250,,
6623,RUTA,19,РУТА,
6624,RUTA,20,РУТА,
6625,RUTA,22,РУТА,
6627,RUTA,25,РУТА,
3237,ACERBI,21L2.39,АКЕРБИ,
5076,SPARK,SP 110,СПАРК,
3495,KROMHOUT,3APCC 12-27,КРОМХОУТ,
3496,KROMHOUT,3COM 12-27,КРОМХОУТ,
3497,KROMHOUT,3ZOH 12-27,КРОМХОУТ,
276,SEAT,ALHAMBRA,СЕАТ,АЛХАМБРА
277,SEAT,ALTEA,СЕАТ,АЛТЕА
282,SEAT,ALTEA FREETRACK,СЕАТ,АЛТЕА ФРИТРАК
278,SEAT,ALTEA XL,СЕАТ,АЛТЕА XЛ
279,SEAT,AROSA,СЕАТ,АРОСА
280,SEAT,CORDOBA,СЕАТ,КОРДОБА
281,SEAT,EXEO,СЕАТ,ЕКСЕО
284,SEAT,IBIZA,СЕАТ,ИБИЗА
285,SEAT,INCA,СЕАТ,ИНЦА
286,SEAT,LEON,СЕАТ,ЛЕОН
287,SEAT,MALAGA,СЕАТ,МАЛАГА
288,SEAT,MARBELLA,СЕАТ,МАРБЕЛЛА
291,SEAT,RONDA,СЕАТ,РОНДА
292,SEAT,TERRA,СЕАТ,ТЕРРА
293,SEAT,TOLEDO,СЕАТ,ТОЛЕДО
16098,GTS TRAILER,7149-10,ГТС ТРАИЛЕР,
16100,GTS TRAILER,7149-10-01,ГТС ТРАИЛЕР,
16097,GTS TRAILER,7149-10-02,ГТС ТРАИЛЕР,
16101,GTS TRAILER,714901-10-02,ГТС ТРАИЛЕР,
16099,GTS TRAILER,71491-10-01,ГТС ТРАИЛЕР,
2223,SHAOLIN,SLG6751CE,ШАОЛИН,
1934,FREIGHTLINER,ARGOSY,ФРЕИГХТЛИНЕР,АРГОСИ
1935,FREIGHTLINER,BUSINESS,ФРЕИГХТЛИНЕР,БУСИНЕСС
1936,FREIGHTLINER,CENTURY,ФРЕИГХТЛИНЕР,СЕНТРИ
1937,FREIGHTLINER,CLASSIC,ФРЕИГХТЛИНЕР,КЛАССИК
1938,FREIGHTLINER,COLUMBIA,ФРЕИГХТЛИНЕР,КОЛАМБИА
1939,FREIGHTLINER,CORONADO,ФРЕИГХТЛИНЕР,КОРОНАДО
1940,FREIGHTLINER,FL70,ФРЕИГХТЛИНЕР,
1941,FREIGHTLINER,FLD,ФРЕИГХТЛИНЕР,ФЛД
1645,FREIGHTLINER,SPRINTER,ФРЕИГХТЛИНЕР,СПРИНТЕР
15211,BONUM,914210,БОНУМ,
16064,BONUM,914211,БОНУМ,
15212,BONUM,914220,БОНУМ,
16065,BONUM,914221,БОНУМ,
15213,BONUM,914230,БОНУМ,
18836,BONUM,914231,БОНУМ,
1238,LEXUS,CT,ЛЕXУС,ЦТ
1239,LEXUS,ES,ЛЕXУС,ЕС
1240,LEXUS,GS,ЛЕXУС,ГС
1241,LEXUS,GX,ЛЕXУС,ГX
1242,LEXUS,IS,ЛЕXУС,ИС
1243,LEXUS,LS,ЛЕXУС,ЛС
1244,LEXUS,LX,ЛЕXУС,ЛX
8732,LEXUS,NX,ЛЕXУС,НX
12810,LEXUS,RC,ЛЕXУС,РЦ
1246,LEXUS,RX,ЛЕXУС,РX
1247,LEXUS,SC,ЛЕXУС,СЦ
16208,LEXUS,UX,ЛЕXУС,УX
1680,AVIA,A20,АВИА,
1681,AVIA,A21,АВИА,
2044,AVIA,A31,АВИА,
2045,AVIA,D120,АВИА,
8891,RACER,CM110,РАЙСЕР,
8892,RACER,CM70,РАЙСЕР,
8894,RACER,RC110,РАЙСЕР,
8895,RACER,RC125,РАЙСЕР,
8896,RACER,RC130,РАЙСЕР,
8897,RACER,RC150,РАЙСЕР,
8898,RACER,RC200,РАЙСЕР,
8899,RACER,RC200CS,РАЙСЕР,
8902,RACER,RC250,РАЙСЕР,
17243,RACER,RC300,РАЙСЕР,
8900,RACER,RC70,РАЙСЕР,
13887,SHTURMAN KREDO+,85310A,ШТУРМАН КРЕДО+,
13888,SHTURMAN KREDO+,85310B,ШТУРМАН КРЕДО+,
10512,AST-KANASH,949120,AST KANASH | АСТ КАНАШ,
10514,AST-KANASH,949122,AST KANASH | АСТ КАНАШ,
10516,AST-KANASH,949124,AST KANASH | АСТ КАНАШ,
10517,AST-KANASH,949131,AST KANASH | АСТ КАНАШ,
10520,AST-KANASH,949171,AST KANASH | АСТ КАНАШ,
10522,AST-KANASH,949173,AST KANASH | АСТ КАНАШ,
15626,ATLETIC,520,АТЛЕТИК,
15627,ATLETIC,712012,АТЛЕТИК,
15628,ATLETIC,712018,АТЛЕТИК,
